communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,medIncome,pctWPubAsst,PctPopUnderPov,PctUnemployed,PctFam2Par,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctSameHouse85,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
BerkeleyHeightstownship,0.014171925106030828,0.018493222654197748,1.0,0.9642577615444822,0.5773490532332975,0.9809587813620071,0.9769874476987448,0.953861584754263,0.9692765113974233,0.9897610921501708,0.9217849084983706,1.0,0.8011389180278736,1.0,0.9930059790349955,0.9581649758842113,0.9080826751806419,0.9929271821250601
Marpletownship,0.008275576704251579,0.007670484396343384,1.0,0.9527785024784763,0.34028703631087753,0.9424283154121864,0.941771269177127,0.962888665997994,0.9052810420501203,0.9699333658378028,1.0,0.9870184254606366,0.8907537839052898,1.0,0.9818667212541473,0.9666950866397295,0.9761944771186916,0.9613113939588782
Tigardcity,0.007654908451432709,0.023431753703898286,1.0,0.970258283328985,0.2335590236931308,0.9381720430107527,0.928347280334728,0.9100635239050485,0.7867761574401813,0.9460425808548677,0.9769365755828527,0.9350921273031826,0.37119736250561963,0.7967678746327131,0.8678385916429978,0.8572370019811604,0.6590488993446479,0.9280552673495929
Gloversvillecity,0.0175856004965346,0.0060943574655878945,0.0,0.9853900339159926,0.10207478280570588,0.7417114695340502,0.7107740585774058,0.7144767636242061,0.5811977913068102,0.8730700471314806,0.9363248934570068,0.7068676716917923,0.6724112093511164,1.0,0.9506495057274209,0.9002253003661647,0.88192460650871,0.8958878286156858
Bemidjicity,0.005482569566566671,0.004203005148681307,0.0,0.9898252021914948,0.07427739872254027,0.7529121863799283,0.48831938633193867,0.7405549983283183,0.5043182783519752,0.8935478628311394,0.9022311356229631,0.6880234505862647,0.45541735351416146,1.0,0.9726721424733246,0.7119944642835079,0.7756679549655521,0.8712571787640104
Springfieldcity,0.025964621909589324,0.008721235683513712,1.0,0.9843464649099921,0.11076255457088334,0.8445340501792116,0.7011854951185496,0.8528920093614177,0.6933314455613762,0.8831464326344872,0.9476059162697417,0.7432998324958124,0.4564663569608871,0.8866307541625857,0.923193708792849,0.888416595616734,0.5030527082283089,0.846089491604682
Norwoodtown,0.016551153408503157,0.010297362614269202,1.0,0.9843464649099921,0.29574151046976704,0.8828405017921146,0.9412482566248257,0.8819792711467739,0.8007928642220021,0.9367788070859743,0.9646527951867636,0.9711055276381909,0.7735651131425146,1.0,0.9740368294908863,0.8116002916136367,0.6779252786646501,0.9251180020750828
Andersoncity,0.1468914865004655,0.005358831564568667,1.0,0.9926950169579962,0.12508822837424516,0.8066756272401433,0.6976987447698744,0.7703109327983952,0.5605266883760442,0.8898098488542175,0.8398094760591627,0.6474036850921273,0.644687546830511,0.6785014691478942,0.8628489547350375,0.9277514858703308,0.9172688063630762,0.8472658590404932
Fargocity,0.003620564808110065,0.006409582851738992,1.0,0.9887816331854944,0.14343101630373217,0.9097222222222222,0.7726638772663877,0.9043798060849215,0.7982443720798527,0.9361287176986836,0.9887189771872649,0.8886097152428811,0.43293870822718417,1.0,0.9828987658111785,0.9058887007953474,0.943818966000112,0.9657867048559863
Wacocity,0.23937105617047688,0.17053693390774402,1.0,0.9345160448734673,0.07830322676217116,0.8010752688172043,0.5111576011157601,0.763624205951187,0.547642644768512,0.8142369575816674,0.8586111807470543,0.5083752093802345,0.4570657875018732,0.3418217433888346,0.6418634801224806,0.6037226045875603,0.9065703243152411,0.44375356198214255
Shermancity,0.1306506672183718,0.04486707996217295,1.0,0.9788677276284893,0.13852508300002614,0.846774193548387,0.7390167364016736,0.8037445670344366,0.6433526829958941,0.810336421257923,0.9305590373527198,0.6695979899497487,0.49632848793646034,0.9238491674828601,0.8115367228747131,0.8186682153492567,0.8954237383072874,0.7441364293960339
SanPablocity,0.22075100858591085,0.2801302931596091,1.0,0.718236368379859,0.14476424507010344,0.4746863799283154,0.6795676429567644,0.7044466733533936,0.49681438482231355,0.8930602957906711,0.9052394083730257,0.7382747068676717,0.40131874719016936,0.0,0.02441083902663708,0.35662947357148445,0.5853357979051139,0.05587379988601658
BowlingGreencity,0.12599565532223025,0.00588420720815383,0.0,0.9846073571614922,0.0973954112531479,0.7889784946236559,0.5943165969316597,0.8124373119358075,0.589409599320402,0.8743702259060621,0.9621459012283781,0.5531825795644891,0.44477746141165886,0.8398628795298727,0.8920873740862993,0.8792521840131474,0.8900464907858623,0.7162360626032062
PineBluffcity,0.5536360815144306,0.0032573289902280127,1.0,0.9859118184189929,0.08955288909802281,0.699820788530466,0.528068340306834,0.6746907388833167,0.5051677757326914,0.8537298878595806,0.8982201052895461,0.51214405360134,0.6620710325191068,0.3325171400587659,0.6207790657011506,0.6494828800553571,0.5610821710636867,0.4683440253686194
NewUlmcity,0.0006206682528188683,0.004938531049700535,0.0,0.9890425254369944,0.1475352695649143,0.8561827956989247,0.8919107391910739,0.9214309595453027,0.8073056774741612,0.9618072484966683,1.0,0.9371859296482412,0.7422448673759927,1.0,1.0,0.9489717324238942,0.9590545006441494,0.8712571787640104
Maplewoodcity,0.02606806661839247,0.015025743406535674,1.0,0.981998434646491,0.2526163525300848,0.8949372759856631,0.9027196652719666,0.904714142427282,0.7604417386379727,0.9325532260685844,0.9478566056655804,0.9853433835845896,0.6560767271092461,1.0,0.932021527937702,0.8189153455498029,0.8842771522993335,0.8712571787640104
Enfieldtown,0.02741284783283335,0.022696227802879054,0.9651000000000001,0.9759979128619879,0.31168797218518807,0.9193548387096774,0.9607740585774058,0.9100635239050485,0.8351975081410166,0.95465626523647,0.9959889696665831,0.9627303182579564,0.7263599580398621,0.9463761018609208,0.9569611831836441,0.8026047523137565,0.9139640396572005,0.9750551650567724
Glendalecity,0.013447812144408815,0.21897656824629608,1.0,0.5966605791807983,0.222257077876245,0.7515681003584229,0.7606345885634589,0.8117686392510867,0.7663882203029873,0.9371038517796196,0.9435948859363248,0.9359296482412061,0.3875318447474898,0.877081292850147,0.8311967452214631,0.6799705091294016,0.772027110289587,0.8712535254489923
Worthingtoncity,0.023585393607116995,0.0065146579804560255,1.0,0.986172710670493,0.35713974503089085,0.9684139784946236,0.9701882845188284,0.9582079572049482,0.8428429845674643,0.9697708434909801,0.984707946853848,0.992462311557789,0.7181177881013038,1.0,0.9435531332360992,0.9631652436085952,0.8517336021957094,0.9668132863760576
Arlingtoncity,0.08699700010344472,0.09236103814227171,1.0,0.9426037046699711,0.2281476834060945,0.9433243727598566,0.86802649930265,0.877298562353728,0.7818207560526689,0.8417032341947018,0.9546252193532212,0.7696817420435511,0.3735950846695639,0.9414789422135162,0.7928405107341163,0.6667408057268306,0.8141488825407494,0.7255958556794434
